Date,Open,High,Low,Close,Adj Close,Volume
2017/10/30,101.1299973,101.9300003,100.8700027,101.4100037,84.17440033,8839500
2017/10/31,101.3700027,101.6999969,100.5699997,100.6100006,83.51036835,8690200
2017/11/1,101.0999985,101.6999969,100.7300034,100.9199982,83.76765442,8418200
2017/11/2,100.8700027,101.7699966,100.1600037,101.5899963,84.32378387,8731800
2017/11/3,101.0999985,101.5299988,100.7300034,101.4100037,84.17440033,7103500
2017/11/6,101.3399963,101.6900024,100.6600037,100.7799988,83.65146637,8121500
2017/11/7,100.5599976,100.75,98.25,98.75,81.96648407,18822600
2017/11/8,98.26999664,98.37000275,97.15000153,97.63999939,81.0451355,18524700
2017/11/9,97.12000275,98.22000122,96.80999756,97.62999725,81.03682709,13697800
2017/11/10,97.80999756,98.33999634,97.5,97.51000214,80.93723297,9314000
2017/11/13,96.69000244,98.05000305,96.62000275,97.86000061,81.22774506,9303100
2017/11/14,97.33999634,97.77999878,96.84999847,97.26999664,80.73801422,11043800
2017/11/15,96.38999939,98.73999786,95.94999695,98.19000244,81.50165558,15384100
2017/11/16,98.52999878,99.05999756,98.30999756,98.47000122,81.73406219,9808000
2017/11/17,97.81999969,98.41000366,97.56999969,98.13999939,81.46014404,9017900
2017/11/20,98.44999695,99.15000153,97.76000214,99.01000214,82.18228912,9483200
2017/11/21,99.5,99.55000305,98.91000366,98.93000031,82.11587524,13389400
2017/11/22,99.02999878,99.51999664,98.58999634,98.63999939,81.87516785,7342200
2017/11/24,98.83000183,98.90000153,98.26000214,98.31999969,81.60956573,3680000
2017/11/27,98.30999756,99.12999725,97.93000031,97.93000031,81.28585052,13076200
2017/11/28,98.20999908,101.6999969,97.97000122,101.3600006,84.13288879,16773000
2017/11/29,102.4100037,104.2200012,101.9599991,103.7300034,86.10007477,21105500
2017/11/30,104.7399979,106.6600037,104.0400009,104.5199966,86.75582886,23945900
2017/12/1,104.9000015,105.3199997,102.1999969,104.7900009,86.97990417,19683500
2017/12/4,107.7300034,108.4000015,106.7699966,106.9499969,88.77281189,23576600
2017/12/5,105.5800018,107.4100037,104.1200027,105.7200012,87.7518692,17193900
2017/12/6,105.5500031,105.7600021,104.5299988,104.9300003,87.09611511,15476200
2017/12/7,103.9499969,105.1900024,103.7300034,104.6200027,86.83882904,13371800
2017/12/8,104.75,105.9400024,104.3399963,105.9300003,87.92617798,13506900
2017/12/11,105.7200012,106.0599976,105.3099976,105.6200027,87.66885376,10591200
2017/12/12,106.9100037,107.3700027,105.5400009,106.8499985,88.68981171,15508800
2017/12/13,106.6999969,107.1100006,105.4800034,105.5100021,87.57753754,15020300
2017/12/14,106.1200027,106.4499969,104.6399994,104.6600037,86.87201691,13034200
2017/12/15,105.7900009,106.5199966,105.1999969,106.1399994,88.10048676,29350600
2017/12/18,107.1900024,107.6299973,106.4800034,106.9599991,88.78111267,12713100
2017/12/19,107.3499985,107.4899979,106.4400024,106.5100021,88.4076004,12149900
2017/12/20,107.5999985,107.7300034,106.0899963,106.1399994,88.10048676,13091500
2017/12/21,106.5899963,108.0699997,106.5599976,107.8300018,89.50326538,12323700
2017/12/22,108.1999969,108.4599991,106.8099976,107.4499969,89.18780518,14573400
2017/12/26,107.1999969,107.9899979,106.4000015,107.0199966,88.83091736,7403700
2017/12/27,106.6699982,107.2900009,106.6699982,107.2200012,88.99691772,9496500
2017/12/28,107.4000015,107.8399963,107.1600037,107.7900009,89.47003937,7440600
2017/12/29,108.0899963,108.2799988,106.9400024,106.9400024,88.76451111,8925700
2018/1/2,107.6299973,108.0199966,106.8099976,107.9499969,89.60283661,13578800
2018/1/3,107.8600006,108.4899979,107.4800034,108.0599976,89.69416809,11901000
2018/1/4,108.3600006,110.0299988,108.1999969,109.0400009,90.9790802,12953700
2018/1/5,109.2600021,109.5500031,107.7799988,108.3399963,90.39501953,14155000
2018/1/8,108.1500015,108.6800003,107.6999969,108.5,90.52850342,12466500
2018/1/9,108.7200012,109.6299973,108.4899979,109.0500031,90.9874115,13292300
2018/1/10,109.4700012,110.6999969,109.3899994,110.25,91.98864746,15834500
2018/1/11,110.6699982,110.9300003,110.0500031,110.8399963,92.48092651,13676800
2018/1/12,111.6500015,112.8499985,110.8399963,112.6699982,94.00782013,18884200
2018/1/16,111.5100021,113.4300003,111.0699997,112.2699966,93.67406464,22703300
2018/1/17,111.8899994,113.3000031,111.3099976,112.9899979,94.2747879,14940300
2018/1/18,112.7600021,113.7200012,112.2699966,113.2600021,94.50009918,14572900
2018/1/19,113.9400024,114.3399963,112.8000031,113.0100021,94.29151154,18785500
2018/1/22,112.6600037,114.3899994,112.5,114.3300018,95.39284515,12475700
2018/1/23,113.6699982,114.6399994,113.3499985,114.2099991,95.29273987,12320800
2018/1/24,114.8600006,116,114.6600037,115.6699982,96.51091003,15904500
2018/1/25,116.0400009,116.1699982,115.0800018,115.6999969,96.53592682,13510000
2018/1/26,115.6999969,116.3199997,114.9599991,116.3199997,97.05323792,13883900
2018/1/29,116.0199966,117.3499985,116.0199966,116.1999969,96.95313263,11679900
2018/1/30,115.5299988,116.5999985,114.9800034,115.1100006,96.04364777,14279100
2018/1/31,115.6500015,116.6600037,115.1600037,115.6699982,96.51091003,13141400
2018/2/1,115.7699966,116.9899979,115.4800034,116.8700027,97.512146,13800600
2018/2/2,116.4899979,116.9199982,114.0899963,114.2799988,95.35115051,16477300
2018/2/5,113,114.5899963,103.9800034,108.8000031,90.77883911,30097600
2018/2/6,106.8499985,112.4800034,106.6100006,112.1100006,93.54057312,33114800
2018/2/7,111.5500031,114.4499969,111.1500015,112.8700027,94.17469025,21878300
2018/2/8,113.1100006,113.1100006,107.8399963,107.8799973,90.01120758,27425800
2018/2/9,109.0999985,111.0500031,106.2300034,110.0400009,91.81343079,28188000
2018/2/12,111.1699982,112.7300034,110.0699997,111.7399979,93.2318573,18043300
2018/2/13,111.3199997,113.0500031,110.8000031,112.4300003,93.80757141,16358200
2018/2/14,112.6299973,115.2699966,112.5299988,115.0299988,95.97692108,15186900
2018/2/15,115.7399979,115.9899979,114.2200012,115.5100021,96.37740326,12130200
2018/2/16,114.5500031,116.0699997,114.5,114.6800003,95.68486786,13214300
2018/2/20,114.6500015,115.3899994,113.9700012,114.7099991,95.70991516,13461500
2018/2/21,115,117.4499969,114.6699982,115.1900024,96.11040497,14212500
2018/2/22,115.5,116.4300003,114.7600021,114.9800034,95.93518829,17070400
2018/2/23,115.3099976,117.3899994,115.3099976,117.3099976,97.87928009,12162500
2018/2/26,118.1399994,118.9000015,117.3199997,118.7699966,99.09742737,16511200
2018/2/27,118.9100037,119.3300018,117.3499985,117.3600006,97.92099762,17563300
2018/2/28,117.8199997,118.4899979,115.3399963,115.5,96.36907196,17735600
2018/3/1,115.4800034,116.6399994,112.6500015,113.4300003,94.64191437,18690000
2018/3/2,112.3899994,113.5599976,111.1200027,113.3199997,94.55015564,18353700
2018/3/5,112.0500031,115.9300003,111.8899994,115.0599976,96.00195313,13933000
2018/3/6,115.6399994,115.8199997,114.3199997,115.1600037,96.08539581,10674400
2018/3/7,113.75,115.0999985,113.1100006,114.7300034,95.72658539,13006500
2018/3/8,115.1100006,115.2300034,113.2099991,114.7399979,95.7349472,11173700
2018/3/9,116.5500031,118.0800018,115.6699982,118.0400009,98.48834229,15366600
2018/3/12,118,118.75,117.25,117.6600037,98.1713028,12339300
2018/3/13,118.1999969,118.4700012,115.8300018,116.25,96.99484253,13312300
2018/3/14,116.5599976,116.5899963,114.5999985,114.9499969,95.91015625,12905100
2018/3/15,115.8700027,116,114.8300018,115.2399979,96.15213013,8748000
2018/3/16,115.3399963,116.5999985,115.3399963,115.4400024,96.31899261,19888900
2018/3/19,115.0999985,115.4499969,113.3000031,114.5299988,95.55973816,13214900
2018/3/20,114.8700027,115.4499969,114.4499969,114.6399994,95.65150452,9921200
2018/3/21,114.8099976,116.6299973,114.2099991,114.7399979,95.7349472,13633000
2018/3/22,113.1999969,113.5999985,109.5400009,109.9499969,91.73834229,22550400
2018/3/23,110.2699966,110.9199982,106.7600021,107.0100021,89.28531647,23081500
2018/3/26,109.1900024,111.1600037,108.6500015,110.3099976,92.03871918,20217500
2018/3/27,111.0699997,111.6900024,107.3000031,108.1699982,90.25318146,18039900
2018/3/28,108.2799988,109.1699982,106.6500015,108,90.11133575,19189300
2018/3/29,108.5,110.7799988,107.7799988,109.9700012,91.75502014,13274600
2018/4/2,109.9599991,110.7300034,106.0800018,107.8499985,89.98616791,18822500
2018/4/3,108.3600006,109.5,107.2600021,109.3300018,91.22103119,14050700
2018/4/4,107.0999985,111.2099991,107.0199966,110.9899979,92.60608673,15302600
2018/4/5,111.6299973,112.8300018,111.3899994,111.8799973,93.82204437,16627000
2018/4/6,110.5500031,111.5500031,107.8199997,109.0899963,91.48236847,18906000
2018/4/9,110.0100021,112.9800034,109.8899994,110.4000015,92.58093262,15974300
2018/4/10,112.1299973,112.8700027,111.4199982,112.5100021,94.35036469,13951400
2018/4/11,111.6600037,111.8099976,110.5199966,110.6200027,92.76538849,14503300
2018/4/12,111.5599976,114.3899994,111.5,113.3700027,95.07155609,16435500
2018/4/13,115.0199966,115.1500015,109.0500031,110.3000031,92.49707031,39152800
2018/4/16,110.9400024,111.4700012,109.7900009,110.2099991,92.42158508,16580500
2018/4/17,111.3700027,111.9199982,109.9899979,110.2099991,92.42158508,15501400
2018/4/18,110.5299988,111.0699997,108.8899994,109.3199997,91.67524719,16081400
2018/4/19,109.5299988,111.8700027,109.5,111.7200012,93.68787384,17911000
2018/4/20,112.3000031,112.7399979,110.8799973,111.4700012,93.47821808,15584400
2018/4/23,111.5699997,111.9499969,110.6299973,110.9300003,93.025383,11285800
2018/4/24,111.75,112.9000015,109.5899963,110.4100037,92.58931732,16453100
2018/4/25,110.2699966,110.5299988,108.5999985,109.9899979,92.23710632,13548200
2018/4/26,109.9700012,110.8199997,109.3399963,110.0999985,92.3293457,10299500
2018/4/27,109.5500031,110.1600037,109.1299973,109.4000015,91.74232483,9384000
2018/4/30,109.75,110.3000031,108.75,108.7799988,91.22240448,13744900
2018/5/1,108.4499969,108.9700012,107.5400009,108.7799988,91.22240448,10503400
2018/5/2,108.1100006,109.4899979,107.7300034,107.9199982,90.50121307,12162100
2018/5/3,107.5899963,107.7699966,105.1800003,107.2399979,89.93095398,15379100
2018/5/4,106.4300003,108.7399979,105.9800034,108.4300003,90.9289093,11967900
2018/5/7,108.7600021,109.6800003,108.3600006,109.3700027,91.71716309,9356700
2018/5/8,109.5299988,111.3399963,109.2799988,110.9899979,93.07569122,12543200
2018/5/9,111.4400024,113.6399994,111.0299988,113.4100037,95.10509491,11368100
2018/5/10,113.1900024,114.4400024,112.75,114.2900009,95.8430481,9159700
2018/5/11,114.4899979,114.7300034,113.6699982,113.8600006,95.48246765,10253000
2018/5/14,114.1100006,114.6999969,113.7399979,113.9000015,95.51600647,8710700
2018/5/15,113.9100037,113.9100037,112.5699997,113.0299988,94.78643036,11536200
2018/5/16,112.8899994,113.6900024,112.6299973,113.3399963,95.04637909,7571100
2018/5/17,113.1999969,113.4100037,112.1999969,112.9599991,94.72772217,8617200
2018/5/18,112.75,112.8000031,110.8399963,111.1299973,93.19311523,11806300
2018/5/21,112.0500031,112.5400009,111.9199982,112.1500015,94.04846954,9441900
2018/5/22,112.3499985,114.2900009,112.2900009,113.0100021,94.76965332,11507600
2018/5/23,112.5100021,112.7699966,111.1200027,112.4899979,94.33357239,11453900
2018/5/24,112.1399994,112.1500015,110.1200027,111.2300034,93.27696228,14084800
2018/5/25,110.4599991,111.0800018,110.1999969,110.6600037,92.79895782,8283500
2018/5/29,109.1800003,109.1999969,104.9599991,105.9300003,88.83240509,30643800
2018/5/30,107.6399994,108.5999985,106.6500015,108.3499985,90.86178589,17490800
2018/5/31,107.9499969,108.1900024,106.4199982,107.0100021,89.73808289,19808200
2018/6/1,108.3399963,108.9400024,107.8000031,108.4000015,90.9037323,13594200
2018/6/4,108.9899979,109.2600021,108.2699966,108.4499969,90.94566345,9415400
2018/6/5,108.2399979,108.3099976,107.0699997,107.8399963,90.43412781,10415200
2018/6/6,108.6600037,110.7399979,108.4800034,110.3600006,92.54738617,15453600
2018/6/7,111.1800003,111.5,110.0299988,110.8000031,92.91635132,13444400
2018/6/8,110.6200027,111.1399994,110.0599976,111.1100006,93.17633057,10383200
2018/6/11,111.1200027,111.9100037,110.7699966,110.8300018,92.94152069,12642900
2018/6/12,111.1399994,111.5299988,109.5199966,110.1900024,92.40480804,15294100
2018/6/13,110.4599991,111.4499969,109.5800018,109.9700012,92.22031403,14979700
2018/6/14,110.2799988,110.3600006,107.7799988,108.0299988,90.59345245,20487300
2018/6/15,107.8000031,108.3799973,106.2699966,107.9000015,90.48445892,26028600
2018/6/18,107.2600021,108.4000015,106.6900024,108.1800003,90.71924591,9786800
2018/6/19,106.9000015,107.8799973,106.5999985,107.5500031,90.19093323,12707200
2018/6/20,108.1800003,108.6399994,107.4400024,107.5400009,90.18255615,8876900
2018/6/21,107.0999985,108.2099991,106.5299988,107.5100021,90.15738678,11048700
2018/6/22,108.1600037,108.3700027,105.5100021,105.75,88.68146515,19478900
2018/6/25,105.6600037,105.6999969,103.9599991,104.7900009,87.87639618,16907600
2018/6/26,104.7099991,105.2099991,103.1100006,104.8600006,87.935112,17086800
2018/6/27,104.6800003,105.9199982,103.2300034,103.2399979,86.57657623,16276800
2018/6/28,103.6800003,105.4599991,103.5100021,104.9300003,87.9937973,14491300
2018/6/29,106.6800003,106.9000015,104.1500015,104.1999969,87.38162994,18972400
2018/7/2,103.7200012,105.0899963,103.3799973,105.0800018,88.11959076,11130000
2018/7/3,105.4100037,105.7799988,103.5199966,103.6100006,86.88686371,8311700
2018/7/5,104.1299973,104.3799973,103.5299988,103.7200012,87.45178223,10723400
2018/7/6,103.1200027,104.5,102.1999969,104.0599976,87.7384491,12173700
2018/7/9,104.7099991,107.4599991,104.7099991,107.2799988,90.4533844,13900800
2018/7/10,108.0199966,108.4000015,106.5299988,106.6200027,89.89692688,14575900
2018/7/11,106.3099976,107.0599976,106.2099991,106.3899994,89.70300293,10186500
2018/7/12,107.4199982,107.5599976,105.9700012,106.8499985,90.09083557,12456800
2018/7/13,107.3000031,107.8000031,105.1399994,106.3600006,89.6776886,21289100
2018/7/16,107.0500031,110.7699966,106.9800034,110.5800018,93.2358017,24662600
2018/7/17,110.6900024,110.9300003,109.75,110.5,93.16834259,14821900
2018/7/18,110.4199982,112.1200027,110.1999969,111.5299988,94.03678131,14244900
2018/7/19,111.0599976,111.0899963,109.7300034,109.8899994,92.65402222,16775300
2018/7/20,110,111.7399979,109.7799988,111.2799988,93.82600403,13578100
2018/7/23,111.0599976,114.2399979,110.9300003,113.3499985,95.57131958,18140000
2018/7/24,113.5500031,114.7799988,113.4199982,114.1500015,96.24584961,14000400
2018/7/25,113.8799973,115.5199966,113.3799973,115.1800003,97.11430359,13329100
2018/7/26,115.4199982,115.5899963,114.5800018,114.8499985,96.8360672,11897800
2018/7/27,115.1800003,116.3000031,114.8099976,116.0299988,97.83098602,12802700
2018/7/30,116.2799988,117.6100006,116.0599976,116.7300034,98.42119598,13411600
2018/7/31,117.0800018,117.0800018,114.8199997,114.9499969,96.92037964,15843800
2018/8/1,115.75,116.6900024,115.2799988,115.6600037,97.51901245,13531600
2018/8/2,114.5699997,116.25,114.3300018,116.1500015,97.93215942,11058100
2018/8/3,116,117.1299973,115.9400024,117.0899963,98.72471619,11016100
2018/8/6,116.7900009,117.5299988,116.1800003,117.1200027,98.75001526,9857400
2018/8/7,117.7399979,118.2900009,117.3300018,117.5500031,99.11257172,10562100
2018/8/8,117.3300018,118.2699966,117.2799988,117.7900009,99.31492615,8997100
2018/8/9,117.5100021,117.7200012,116.6999969,116.8799973,98.5476532,9694200
2018/8/10,115.5,115.9499969,114.6800003,115.7300034,97.57805634,12630600
2018/8/13,115.5599976,115.8799973,113.8199997,113.8899994,96.02662659,10336300
2018/8/14,114.2699966,115.0400009,113.6500015,114.6500015,96.66742706,10597600
2018/8/15,113.8199997,114.3300018,112.9700012,113.6999969,95.86642456,10152100
2018/8/16,114.3499985,115.3099976,114.3000031,114.7699966,96.76861572,10118600
2018/8/17,114.6399994,115.0699997,114.3000031,114.7699966,96.76861572,8505100
2018/8/20,114.5899963,115.0500031,114.1100006,114.6200027,96.64215088,8618700
2018/8/21,115.3700027,116.3899994,114.8799973,115.3199997,97.23233795,10976700
2018/8/22,115.3099976,115.4100037,114.7799988,114.9700012,96.93723297,8314700
2018/8/23,114.9599991,115.1500015,114.4300003,114.7300034,96.73488617,9265400
2018/8/24,114.9800034,115.2200012,114.4499969,114.6800003,96.69272614,8845700
2018/8/27,115.2200012,117.2799988,115.1699982,116.7099991,98.40433502,13768000
2018/8/28,117,117.0299988,115.9700012,116.1399994,97.92373657,8302600
2018/8/29,116.3499985,116.3700027,115.3600006,115.7600021,97.60333252,7221700
2018/8/30,115.5899963,116.0400009,114.9800034,115.1900024,97.1227417,8991800
2018/8/31,114.8300018,114.8399963,113.8199997,114.5800018,96.6084137,13065700
2018/9/4,114.3399963,115.2399979,113.6299973,115.1500015,97.08901215,10174200
2018/9/5,115,115.6999969,114.25,114.5899963,96.61684418,11462400
2018/9/6,114.5,114.6999969,113.5,114.0999985,96.20371246,9877600
2018/9/7,114.5,114.7699966,113.6299973,114.3199997,96.38917542,10955600
2018/9/10,114.8499985,114.9700012,113.6600037,113.7099991,95.8748703,8276900
2018/9/11,113.5400009,114.5800018,113.1800003,114.4300003,96.48192596,9333800
2018/9/12,114.25,114.8799973,112.8499985,113.0800018,95.34366608,10800800
2018/9/13,113.3700027,114.1299973,112.6699982,113.5199966,95.71466827,12470800
2018/9/14,113.8099976,114.4899979,113.2300034,113.5,95.69778442,10337900
2018/9/17,113.7900009,114.4300003,113.3000031,113.8399963,95.98445892,9561300
2018/9/18,114.3300018,114.6600037,113.5599976,114.3000031,96.37231445,7944200
2018/9/19,114.4400024,118.0599976,114.4400024,117.6200027,99.17158508,16052800
2018/9/20,118.5,119.2399979,118.0800018,118.6299973,100.0231781,15590000
2018/9/21,119.1299973,119.2300034,117.7399979,117.8499985,99.36551666,24788200
2018/9/24,117.7600021,118.4599991,116.4300003,116.7200012,98.41275787,12492500
2018/9/25,117.0400009,117.9700012,116.3199997,116.3899994,98.1344986,9308300
2018/9/26,116.75,116.8700027,114.6600037,115.0199966,96.97938538,14023600
2018/9/27,115.4199982,115.7600021,114.1600037,114.5199966,96.55780792,13283000
2018/9/28,113.6500015,114.2399979,112.5199966,112.8399963,95.14131927,15815100
2018/10/1,113.3700027,114.6100006,113.0400009,113.5,95.69778442,10146300
2018/10/2,113.3600006,114.1200027,112.8099976,113.9700012,96.09408569,13753100
2018/10/3,114.9400024,115.6600037,114.4800034,115.0400009,96.99625397,17142000
2018/10/4,114.5500031,116.8099976,114.2099991,115.2699966,97.87078857,16357400
2018/10/5,115.8300018,116.0999985,114.0199966,114.6200027,97.31891632,13777600
2018/10/8,114.25,115.7799988,113.3499985,115.3199997,97.91322327,14370900
2018/10/9,114.6699982,115.0299988,113.6699982,114.5199966,97.23397827,14069500
2018/10/10,114.6999969,114.9499969,111.4700012,111.4700012,94.64437103,23086400
2018/10/11,110.9700012,111.4700012,107.3799973,108.1299973,91.80853271,33705600
2018/10/12,110.3700027,110.8300018,105.5999985,106.9499969,90.80665588,32075700
2018/10/15,107.1999969,108.8499985,106.3199997,106.3399963,90.28869629,18903200
2018/10/16,107.1600037,108.7799988,106.7300034,108.6200027,92.22455597,19302800
2018/10/17,108.3799973,110.8000031,108.2300034,109.8300018,93.25191498,18794500
2018/10/18,109.0199966,109.8399963,107.8099976,108.0899963,91.77456665,17582500
2018/10/19,107.6500015,109.2200012,107.2699966,107.9100037,91.62174225,15234500
2018/10/22,108.1500015,108.3399963,106.1100006,106.3600006,90.30568695,16199100
2018/10/23,104.1999969,106.1600037,103.6999969,105.25,89.36323547,21407500
2018/10/24,104.7600021,105.0299988,102.9100037,103.2900009,87.69908142,23168900
2018/10/25,104.1800003,105.9000015,103.7200012,104.8600006,89.03211212,17464700
2018/10/26,104,104.5599976,102.7300034,103.4199982,87.80945587,19174900
2018/10/29,104.4599991,106.6299973,103.6999969,104.8499985,89.02361298,18445200
2018/10/30,105.7099991,106.9800034,104.8600006,106.6999969,90.59436798,18019700
2018/10/31,108.0800018,110.4800034,107.7900009,109.0199966,92.5641861,20860000
2018/11/1,109.6200027,110.2200012,108.3199997,108.9800034,92.53023529,13065000
2018/11/2,109.9000015,110.8099976,107.4899979,108.3799973,92.02079773,19009200
2018/11/5,108.6100006,109.2900009,108.4199982,109.0899963,92.62360382,10276400
2018/11/6,108.6699982,109.6699982,107.7600021,109.5999985,93.056633,10825000
2018/11/7,110.3700027,111.7300034,109.3499985,111.4800034,94.65285492,12679600
2018/11/8,111.0100021,112.9300003,111,112.3799973,95.41701508,11662500
2018/11/9,112.2300034,112.3600006,110.8300018,111.2900009,94.49154663,10432200
2018/11/12,111.4199982,111.9400024,108.5999985,108.9499969,92.50473785,13279700
2018/11/13,109.0999985,111.1200027,109.0999985,109.5899963,93.04813385,13746100
2018/11/14,110.2300034,110.7099991,105.9800034,107.3300018,91.12928009,18361400
2018/11/15,108.2399979,110.0800018,106.8099976,110.0699997,93.45566559,19100000
2018/11/16,109.4499969,110.7600021,108.5500031,109.9899979,93.38777161,13798600
2018/11/19,109.9599991,111.1999969,109.5299988,110.8300018,94.10096741,13987000
2018/11/20,109.7799988,110.4899979,107.9800034,108.4499969,92.08020782,18936200
2018/11/21,109.0299988,109.6100006,107.6399994,107.6399994,91.39247894,10619600
